276768726	67.4426760	32.7781556	Африканда	2004716	015608	
277080936	48.5277575	134.9499613	Пост Покровский			
277081849	48.5232890	134.9024777	Приамурская	2034615		
277490862	49.5007420	117.6494534	东壕站			
277523022	55.3566852	37.5268085	Гривно	2000495	190807	
277538389	55.6302157	37.2179375	Лесной Городок	2000730	180612	
277544808	55.6488591	37.2695467	Внуково	2002950	180608	
277749365	51.6886053	107.4472536	Саянтуй	2054561		
277760519	51.5306680	107.0272030	Оронгой	2054839	936026	
277761124	56.3672482	85.1484172	Богашёво	2028008	873808	
277946966	58.6060914	49.6439695	Киров-Котласский	2060006	270306	
278013096	55.6170318	84.2232151	Чахлово			
278013686	55.2110777	83.3241025	Сокур	2044775	851809	
278015086	55.3571519	77.4749688	Тебисская	2044759		
278101532	55.8290609	93.4858335	Таёжный			
278117289	58.6397802	49.7325720	Долгушино	2060064	271309	
278216405	61.8615667	64.7834138	Пантынг	2030527	779019	
278217789	61.3087954	63.3289142	Геологическая	2030166	778406	
278220617	62.1355856	65.3865599	Нягань	2030526	779201	
278303591	44.9622376	34.0820680	Симферополь	2210001		
278450462	54.6196056	128.5404316	Верхнезейск	2048130		
278770379	53.7191003	40.1050318	Парк Г (Ряжск I)			
279104506	54.7830874	61.2445179	Еманжелинск	2040416		
279285518	55.1837846	61.6206189	Потанино	2040472		
279559681	54.9643598	83.1196256	Инская	2044776		
279633673	43.3797798	132.1912091	Артём-Приморский 1	2034707		
279636631	60.9618454	29.2450181	Боровинка	2004736	022508	
279731812	44.1428508	39.1766560	Греческий	2064198	533704	
279732099	44.2849177	39.2243470	Чилипси	2064624		
279978399	56.4413720	102.2509020	Пашенный	2054774		
280072676	56.7665379	124.7878178	Денисовский	2006082	913507	
280080088	58.9675028	126.2266926	Томмот	2006057	914209	
280268205	52.5355498	85.1798166	Бийск	2044720	843200	
280268385	52.7964137	84.8146781	Буланиха	2044811		
280269130	53.8679761	83.4855307	Красный Боец	2044939		
280269584	54.5108510	83.3504729	Евсино	2044792		
280312178	56.8625461	60.3720603	Перегон	2030467	780016	
280365392	57.1278588	35.4190907	Виноколы	2006005	062115	
280365400	57.0956417	35.3631378	Ильинское			
280365402	57.0868264	35.3216723	Лазари	2004426	064214	
280365425	57.0422891	34.9804503	Торжок	2004520	064106	
280430227	61.1176937	28.8459234	Светогорск	2005006	021806	
281245286	55.0239179	60.1338132	Миасс (старый вокзал)	2042675		
281245314	55.0577191	60.0536659	Флюсовая	2040429	805800	
281750941	56.3193582	37.5484583	Иванцево	2000612	238322	
281752116	56.2926720	37.7817030	Костино	2000750	236409	
281753266	56.2978992	37.9420761	Желтиково	2001836	236502	
282252238	61.0491239	28.9251156	Лесогорский	2005299	022007	
282252386	61.0127561	29.0344176	Пруды	2005257	022103	
282826381	58.2795947	47.9268951	Ацвеж	2060472	268128	
282826473	58.3546756	46.3154845	Поназырево	2010244		
283359950	56.8155308	27.6941635	Kārsava	2500390		
283596980	55.9640672	37.4175292	Аэропорт Шереметьево	2001100	237863	
285428980	47.2297278	39.8269951	Кизитеринка	2065589		
285790473	53.7144527	91.4404048	Абакан	2038230	888004	
285823056	53.6280816	91.6353610	Минусинск	2038251	888305	
285932166	50.9500669	39.5018311	672 км	2014305		
285938384	51.0203010	39.5066428	Блочный завод	2014375		
285938525	51.0570227	39.4862297	Бодеево	2014503		
285939726	51.3518694	39.2991781	Колодезная	2014499		
286057157	54.5334818	36.2789481	Калуга-1	2000345	188205	
286114275	58.1777347	56.4035324	Пальники	2030014	764600	
